RUT,Entidad_In,Fecha_Ingr,RegiÃ³n,Identifica,Longitud,Latitud,Proyeccion,Recurso_Pr,Mapas_Geol,Levantamie,Levantam_1,Base_Datos,Levantam_2,Bases_Dato,Base_Dat_1,Bases_Da_1,Otros_Estu,Imagen_Sat,Estudios_A,Estudio_Es,Informe_Ge,Estudio__1,Presentaci,Plano_Mina,TopografÃ­,EstimaciÃ³,Propiedad_,Este_WGS84,Sur_WGS84,Huso_WGS84,Nombre_Pro,Enlace_Pro,Estado,Recurso__1,Latitude,Longitude
76101725-K,Minera Gold Fields Salares Norte Limitada,20190925,Región de Atacama,4707/2019,"-68,91101074","-25,98291016",WGS84,Au-Ag,MGG-001,MGQ-002,BDGQ-001,BDS-002,LEVGF-001,BDSUP-002,BDPETMIN-002,BDDR-002,OTREST-002,IMGSAT-002,ESTAMB-002,ESPREF-002,INGEO-002,ESPEC-002,PROY-002,PMIN-002,TOPO-002,REC-002,PRMIN-002,"508907,127798246","7126205,72076472",19 S,Aster 3,https://portalgeo.sernageomin.cl/SIGEX_2019/0405_81_Aster_3,Proyecto Aprobado,Au/Ag,-25.982910155999946,-68.91101074199997
78273180-7,MINERA FREEPORT MCMORAN SOUTH AMERICA LTDA.,20190925,Región de Atacama,4716/2019,"-69,93652344","-26,0335083",WGS84,Cu,MGG-001,MGQ-002,BDGQ-001,BDS-001,LEVGF-001,BDSUP-002,BDPETMIN-002,BDDR-002,OTREST-001,IMGSAT-001,ESTAMB-002,ESPREF-002,INGEO-001,ESPEC-002,PROY-002,PMIN-002,TOPO-002,REC-002,PRMIN-001,"406298,940881285","7120269,19699397",19 S,Atacama,https://portalgeo.sernageomin.cl/SIGEX_2019/0410_59_Atacama,Proyecto Aprobado,Cu,-26.033508300999983,-69.93652343799994
78273180-7,MINERA FREEPORT MCMORAN SOUTH AMERICA LTDA.,20190925,Región de Atacama,4716/2019,"-69,90301514","-27,11358643",WGS84,Cu-Au,MGG-001,MGQ-002,BDGQ-001,BDS-001,LEVGF-001,BDSUP-002,BDPETMIN-002,BDDR-002,OTREST-001,IMGSAT-002,ESTAMB-002,ESPREF-002,INGEO-001,ESPEC-002,PROY-001,PMIN-002,TOPO-002,REC-002,PRMIN-001,"410495,194413399","7000662,44124758",19 S,Azteca,https://portalgeo.sernageomin.cl/SIGEX_2019/0411_59_Azteca,Proyecto Aprobado,Cu(Au/Ag),-27.113586425999983,-69.90301513699995
78273180-7,MINERA FREEPORT MCMORAN SOUTH AMERICA LTDA.,20190925,Región de Atacama,4716/2019,"-70,97802734","-29,09680176",WGS84,Cu,MGG-001,MGQ-002,BDGQ-001,BDS-001,LEVGF-001,BDSUP-002,BDPETMIN-002,BDDR-002,OTREST-001,IMGSAT-002,ESTAMB-002,ESPREF-002,INGEO-002,ESPEC-002,PROY-002,PMIN-002,TOPO-002,REC-002,PRMIN-001,"307499,746105737","6779673,23286665",19 S,Payen,https://portalgeo.sernageomin.cl/SIGEX_2019/0412_59_Payen,Proyecto Aprobado,Cu,-29.09680175799997,-70.97802734399994
76015318-4,Minera AMG Chile Spa,20190925,Región de Atacama,4724/2019,"-69,11700439","-26,01037598",WGS84,Cu,MGG-002,MGQ-002,BDGQ-002,BDS-001,LEVGF-002,BDSUP-002,BDPETMIN-002,BDDR-002,OTREST-001,IMGSAT-002,ESTAMB-002,ESPREF-002,INGEO-001,ESPEC-002,PROY-002,PMIN-002,TOPO-002,REC-002,PRMIN-002,"488291,496849339","7123161,84385771",19 S,Proyecto Doña Inés,https://portalgeo.sernageomin.cl/SIGEX_2019/0446_665_Proyecto_Doña_Inés,Proyecto Aprobado,Cu,-26.010375976999967,-69.11700439499998
76101725-K,Minera Gold Fields Salares Norte Limitada,20190925,Región de Atacama,4707/2019,"-68,70819092","-25,59442139",WGS84,Au-Ag,MGG-001,MGQ-002,BDGQ-001,BDS-002,LEVGF-002,BDSUP-002,BDPETMIN-002,BDDR-002,OTREST-002,IMGSAT-002,ESTAMB-002,ESPREF-002,INGEO-002,ESPEC-002,PROY-002,PMIN-002,TOPO-002,REC-002,PRMIN-002,"529303,200462121","7169197,93713844",19 S,Río Cautín,https://portalgeo.sernageomin.cl/SIGEX_2019/0409_81_Río_Cautín,Proyecto Aprobado,Au/Ag,-25.594421386999954,-68.70819091799996
76907760-K,Minera Mirasol Chile Limitada,20191028,Región de Atacama,5167/2019,"-69,77069092","-26,66259766",WGS84,Cu,MGG-002,MGQ-001,BDGQ-002,BDS-002,LEVGF-002,BDSUP-001,BDPETMIN-002,BDDR-002,OTREST-002,IMGSAT-002,ESTAMB-002,ESPREF-002,INGEO-002,ESPEC-002,PROY-002,PMIN-002,TOPO-002,REC-002,PRMIN-002,"423307,480981076","7050702,81155825",19 S,Aryaman,https://portalgeo.sernageomin.cl/SIGEX_2019/0465_2372_Aryaman,Proyecto Aprobado,Cu,-26.662597655999946,-69.77069091799996
76907760-K,Minera Mirasol Chile Limitada,20191028,Región de Atacama,5166/2019,"-68,59960937","-25,43920898",WGS84,Cu,MGG-002,MGQ-001,BDGQ-002,BDS-002,LEVGF-002,BDSUP-001,BDPETMIN-002,BDDR-002,OTREST-002,IMGSAT-002,ESTAMB-002,ESPREF-002,INGEO-002,ESPEC-002,PROY-002,PMIN-002,TOPO-002,REC-002,PRMIN-002,"540258,698275701","7186357,40054442",19 S,Atenea,https://portalgeo.sernageomin.cl/SIGEX_2019/0464_2372_Atenea,Proyecto Aprobado,Cu,-25.439208983999947,-68.59960937499994
76907760-K,Minera Mirasol Chile Limitada,20191028,Región de Atacama,5163/2019,"-68,97711182","-25,38690185",WGS84,Cu,MGG-001,MGQ-001,BDGQ-002,BDS-001,LEVGF-001,BDSUP-001,BDPETMIN-001,BDDR-001,OTREST-001,IMGSAT-002,ESTAMB-002,ESPREF-002,INGEO-002,ESPEC-001,PROY-002,PMIN-002,TOPO-002,REC-002,PRMIN-002,"502302,354899503","7192209,84531734",19 S,Atlas,https://portalgeo.sernageomin.cl/SIGEX_2019/0721_2031_Atlas,Proyecto Aprobado,Cu,-25.386901854999962,-68.97711181599993
76907760-K,Minera Mirasol Chile Limitada,20191028,Región de Antofagasta,5162/2019,"-69,00689697","-25,48272705",WGS84,Cu,MGG-001,MGQ-001,BDGQ-002,BDS-001,LEVGF-001,BDSUP-001,BDPETMIN-001,BDDR-002,OTREST-002,IMGSAT-002,ESTAMB-002,ESPREF-002,INGEO-002,ESPEC-002,PROY-002,PMIN-002,TOPO-002,REC-002,PRMIN-002,"499306,772301882","7181598,8128136",19 S,Titan,https://portalgeo.sernageomin.cl/SIGEX_2019/0704_1629_Titan,Proyecto Aprobado,Cu,-25.482727050999983,-69.00689697299998
96508670-6,MINERA MERIDIAN LTDA,20191115,Región de Atacama,03202EX00981,"-68,97009277","-25,39782715",WGS84,Au,MGG-001,MGQ-001,BDGQ-001,BDS-001,LEVGF-001,BDSUP-001,BDPETMIN-001,BDDR-002,OTREST-002,IMGSAT-002,ESTAMB-002,ESPREF-002,INGEO-002,ESPEC-002,PROY-002,PMIN-002,TOPO-002,REC-002,PRMIN-002,"503008,139634598","7190999,89943117",19 S,Atlas-Titán,https://portalgeo.sernageomin.cl/SIGEX_2019/0736_436_Atlas_Titán,Proyecto Aprobado,Au/Ag,-25.397827147999976,-68.97009277299998
78127000-8,Teck Resources Chile Ltda.,20191118,Región de Atacama,03202EX00982,"-69,4644165","-26,23181152",WGS84,Cu,MGG-001,MGQ-002,BDGQ-001,BDS-001,LEVGF-001,BDSUP-001,BDPETMIN-002,BDDR-002,OTREST-002,IMGSAT-002,ESTAMB-002,ESPREF-002,INGEO-002,ESPEC-002,PROY-002,PMIN-002,TOPO-002,REC-002,PRMIN-002,"453613,565436582","7098560,9927032",19 S,Amargo,https://portalgeo.sernageomin.cl/SIGEX_2019/0466_2415_Amargo,Proyecto Aprobado,Cu,-26.231811522999976,-69.46441650399998
76031013-1,VALE EXPLORACIONES CHILE LTDA,20191118,Región de Atacama,03202EX00983,"-69,20068359","-26,49029541",WGS84,Cu,MGG-001,MGQ-002,BDGQ-002,BDS-002,LEVGF-002,BDSUP-001,BDPETMIN-002,BDDR-002,OTREST-002,IMGSAT-002,ESTAMB-002,ESPREF-002,INGEO-002,ESPEC-002,PROY-002,PMIN-002,TOPO-002,REC-002,PRMIN-002,"480000,132042695","7070001,57253343",19 S,Salvador,https://portalgeo.sernageomin.cl/SIGEX_2019/0415_57_Salvador,Proyecto Aprobado,Cu,-26.49029540999993,-69.20068359399994
76028345-2,Kinross Minera Chile Ltda.,20191210,Región de Atacama,10016/2019,"-68,95599365","-26,00909424",WGS84,Au,MGG-001,MGQ-002,BDGQ-002,BDS-002,LEVGF-002,BDSUP-001,BDPETMIN-002,BDDR-002,OTREST-001,IMGSAT-001,ESTAMB-002,ESPREF-002,INGEO-002,ESPEC-002,PROY-002,PMIN-002,TOPO-001,REC-002,PRMIN-002,"504403,713787496","7123308,28964087",19 S,Orión,,Proyecto en Evaluación,Au/Ag,-26.009094237999932,-68.95599365199996
99589930-2,Nueva Unión,20191213,Región de Atacama,03301EX01021,"-70,34619141","-28,5447998",WGS84,Cu-Mo,MGG-001,MGQ-001,BDGQ-001,BDS-001,LEVGF-002,BDSUP-002,BDPETMIN-002,BDDR-002,OTREST-002,IMGSAT-002,ESTAMB-002,ESPREF-002,INGEO-002,ESPEC-002,PROY-002,PMIN-002,TOPO-002,REC-002,PRMIN-002,"368304,092535398","6841705,58518593",19 S,Andes-Quirquincho,https://portalgeo.sernageomin.cl/SIGEX_2019/0437_329_Andes_Quirquincho,Proyecto Aprobado,Cu(Mo/Zn/Fe),-28.54479980499997,-70.34619140599995
76097759-4,Minera Andes Iron SpA,20191227,Región de Coquimbo,6152/2019,"-71,18609619","-29,36431885",WGS84,Fe,MGG-001,MGQ-002,BDGQ-002,BDS-002,LEVGF-002,BDSUP-002,BDPETMIN-002,BDDR-002,OTREST-001,IMGSAT-002,ESTAMB-002,ESPREF-002,INGEO-001,ESPEC-002,PROY-002,PMIN-002,TOPO-002,REC-002,PRMIN-002,"287798,384909693","6749664,17149147",19 S,Dominga,https://portalgeo.sernageomin.cl/SIGEX_2019/0499_352_Dominga,Proyecto Aprobado,Fe/Zn,-29.364318847999982,-71.18609619099993
94638000-8,Compañía Minera del Pacífico S.A.,20200227,Región de Atacama,984/2020,"-70,73400879","-28,20001221",WGS84,Fe,MGG-002,MGQ-002,BDGQ-002,BDS-001,LEVGF-002,BDSUP-002,BDPETMIN-002,BDDR-002,OTREST-002,IMGSAT-002,ESTAMB-002,ESPREF-002,INGEO-002,ESPEC-002,PROY-002,PMIN-002,TOPO-002,REC-002,PRMIN-002,"329809,237846393","6879423,71009978",19 S,Iguana,https://portalgeo.sernageomin.cl/SIGEX_2019/0450_887_Iguana,Proyecto Aprobado,Fe/Zn,-28.20001220699993,-70.73400878899997
94638000-8,Compañía Minera del Pacífico S.A.,20200227,Región de Atacama,985/2020,"-71,08001709","-29,26452637",WGS84,Fe,MGG-002,MGQ-002,BDGQ-002,BDS-001,LEVGF-002,BDSUP-002,BDPETMIN-002,BDDR-002,OTREST-002,IMGSAT-002,ESTAMB-002,ESPREF-002,INGEO-002,ESPEC-002,PROY-002,PMIN-002,TOPO-002,REC-002,PRMIN-002,"297901,09808149","6760912,77290329",19 S,Las Docas,https://portalgeo.sernageomin.cl/SIGEX_2019/0440_615_Las_Docas,Proyecto Aprobado,Fe/Zn,-29.264526366999974,-71.08001708999996
94638000-8,Compañía Minera del Pacífico S.A.,20200227,Región de Atacama,977/2020,"-70,81750488","-28,31408691",WGS84,Fe,MGG-001,MGQ-002,BDGQ-002,BDS-001,LEVGF-002,BDSUP-002,BDPETMIN-002,BDDR-002,OTREST-002,IMGSAT-002,ESTAMB-002,ESPREF-002,INGEO-002,ESPEC-002,PROY-002,PMIN-002,TOPO-002,REC-002,PRMIN-002,"321802,604643514","6866662,97987055",19 S,Los Colorados Sur,https://portalgeo.sernageomin.cl/SIGEX_2019/0449_887_Los_Colorados_Sur,Proyecto Aprobado,Fe/Zn,-28.314086913999972,-70.81750488299997
76320311-5,QUANTUM PACIFIC EXPLORATION SPA,20200312,Región de Antofagasta,02302EX01042,"-69,26898193","-22,42358398",WGS84,Cu,MGG-002,MGQ-002,BDGQ-002,BDS-001,LEVGF-002,BDSUP-002,BDPETMIN-002,BDDR-002,OTREST-002,IMGSAT-002,ESTAMB-002,ESPREF-002,INGEO-002,ESPEC-002,PROY-002,PMIN-002,TOPO-002,REC-002,PRMIN-002,"472318,59410422","7520262,23180673",19 S,Pio1,,Proyecto en Evaluación,Cu,-22.423583983999947,-69.26898193399995
76320311-5,QUANTUM PACIFIC EXPLORATION SPA,20200312,Región de Antofagasta,02302EX01041,"-69,26898193","-22,42358398",WGS84,Cu,MGG-002,MGQ-002,BDGQ-002,BDS-001,LEVGF-002,BDSUP-002,BDPETMIN-002,BDDR-002,OTREST-002,IMGSAT-002,ESTAMB-002,ESPREF-002,INGEO-002,ESPEC-002,PROY-002,PMIN-002,TOPO-002,REC-002,PRMIN-002,"472318,59410422","7520262,23180673",19 S,Pio2,,Proyecto en Evaluación,Cu,-22.423583983999947,-69.26898193399995
93007000-9,SQM S.A.,20200417,Región de Tarapacá,01101EX01061,"-69,87310791","-21,09637451",WGS84,Cu-Zn,MGG-001,MGQ-002,BDGQ-002,BDS-001,LEVGF-002,BDSUP-001,BDPETMIN-002,BDDR-002,OTREST-002,IMGSAT-002,ESTAMB-002,ESPREF-002,INGEO-002,ESPEC-002,PROY-002,PMIN-002,TOPO-002,REC-002,PRMIN-002,"409314,68840752","7666937,55428694",19 S,Pampa Morrillo,https://portalgeo.sernageomin.cl/SIGEX_2019/0456_2374_Pampa_Morrillo,Proyecto Aprobado,Cu(Mo/Zn/Fe),-21.096374511999954,-69.87310790999999
76051610-4,Sociedad Contractual Minera Franke,20200804,Región de Antofagasta,02104EX01082,"-69,91790771","-25,8283081",WGS84,Cu-Ag,MGG-001,MGQ-002,BDGQ-002,BDS-001,LEVGF-002,BDSUP-002,BDPETMIN-002,BDDR-002,OTREST-001,IMGSAT-001,ESTAMB-002,ESPREF-002,INGEO-002,ESPEC-002,PROY-002,PMIN-002,TOPO-001,REC-002,PRMIN-002,"408002,357513825","7143008,64919164",19 S,Franke,https://portalgeo.sernageomin.cl/SIGEX_2019/0453_1737_Franke,Proyecto Aprobado,Cu(Au/Ag),-25.828308104999962,-69.91790771499996
93007000-9,SQM S.A.,20201119,Región de Tarapacá,01401EX01106,"-70,00299072","-20,35479736",WGS84,Cu-Mo,MGG-001,MGQ-001,BDGQ-001,BDS-001,LEVGF-002,BDSUP-001,BDPETMIN-002,BDDR-002,OTREST-002,IMGSAT-002,ESTAMB-002,ESPREF-002,INGEO-002,ESPEC-002,PROY-002,PMIN-002,TOPO-002,REC-002,PRMIN-002,"395314,919373715","7748937,2894152",19 S,El Godo,https://portalgeo.sernageomin.cl/SIGEX_2019/0490_118_El_Godo,Proyecto Aprobado,Cu(Mo/Zn/Fe),-20.354797362999932,-70.00299072299998
93007000-9,SQM S.A.,20201119,Región de Antofagasta,02301EX01110,"-69,80371094","-21,96490478",WGS84,Cu-Mo,MGG-001,MGQ-001,BDGQ-001,BDS-001,LEVGF-002,BDSUP-001,BDPETMIN-002,BDDR-002,OTREST-002,IMGSAT-002,ESTAMB-002,ESPREF-002,INGEO-002,ESPEC-002,PROY-002,PMIN-002,TOPO-002,REC-002,PRMIN-002,"417017,907922929","7570839,87776665",19 S,Galenosa Sur,https://portalgeo.sernageomin.cl/SIGEX_2019/0494_118_Galenosa_Sur,Proyecto Aprobado,Cu(Mo/Zn/Fe),-21.96490478499993,-69.80371093799994
93007000-9,SQM S.A.,20201119,Región de Tarapacá,01101EX01109,"-69,91900635","-21,36621094",WGS84,Cu-Zn,MGG-001,MGQ-001,BDGQ-001,BDS-001,LEVGF-002,BDSUP-001,BDPETMIN-002,BDDR-002,OTREST-002,IMGSAT-002,ESTAMB-002,ESPREF-002,INGEO-002,ESPEC-002,PROY-002,PMIN-002,TOPO-002,REC-002,PRMIN-002,"404720,650901969","7637043,50976182",19 S,Loa Norte,https://portalgeo.sernageomin.cl/SIGEX_2019/0493_118_Loa_Norte,Proyecto Aprobado,Cu(Mo/Zn/Fe),-21.366210937999938,-69.91900634799998
93007000-9,SQM S.A.,20201119,Región de Antofagasta,02301EX01112,"-69,85809326","-22,13031006",WGS84,Cu-Mo,MGG-001,MGQ-002,BDGQ-002,BDS-001,LEVGF-002,BDSUP-002,BDPETMIN-001,BDDR-002,OTREST-002,IMGSAT-002,ESTAMB-002,ESPREF-002,INGEO-002,ESPEC-002,PROY-002,PMIN-002,TOPO-002,REC-002,PRMIN-002,"411505,651889652","7552499,78081416",19 S,Ojeda,https://portalgeo.sernageomin.cl/SIGEX_2019/0496_118_Ojeda,Proyecto Aprobado,Cu(Mo/Zn/Fe),-22.130310058999953,-69.85809326199995
76005488-7,Sumitomo Metal Mining Chile Ltda,20201210,Región de Antofagasta,02202EX01122,"-68,36450195","-21,11407471",WGS84,Cu-Au,MGG-002,MGQ-002,BDGQ-002,BDS-002,LEVGF-002,BDSUP-001,BDPETMIN-002,BDDR-002,OTREST-002,IMGSAT-002,ESTAMB-002,ESPREF-002,INGEO-002,ESPEC-002,PROY-002,PMIN-002,TOPO-002,REC-002,PRMIN-002,"565997,253863055","7665095,46814802",19 S,Orollague,https://portalgeo.sernageomin.cl/SIGEX_2019/0461_2373_Orollague,Proyecto Aprobado,Cu(Au/Ag),-21.11407470699993,-68.36450195299994
76005488-7,Sumitomo Metal Mining Chile Ltda,20201210,Región de Antofagasta,02104EX01121,"-69,62469482","-25,63232422",WGS84,Cu-Au,MGG-002,MGQ-002,BDGQ-002,BDS-001,LEVGF-001,BDSUP-001,BDPETMIN-001,BDDR-002,OTREST-002,IMGSAT-002,ESTAMB-002,ESPREF-002,INGEO-002,ESPEC-002,PROY-002,PMIN-002,TOPO-002,REC-002,PRMIN-002,"437287,889838531","7164885,00076862",19 S,Pasu_2,https://portalgeo.sernageomin.cl/SIGEX_2019/0487_197_Pasu_2,Proyecto Aprobado,Cu(Au/Ag),-25.63232421899994,-69.62469482399996
76005488-7,Sumitomo Metal Mining Chile Ltda,20201212,Región de Atacama,03201EX01123,"-70,14691162","-26,46697998",WGS84,Cu-Au,MGG-002,MGQ-002,BDGQ-002,BDS-001,LEVGF-002,BDSUP-002,BDPETMIN-002,BDDR-002,OTREST-002,IMGSAT-002,ESTAMB-002,ESPREF-002,INGEO-002,ESPEC-002,PROY-002,PMIN-002,TOPO-002,REC-002,PRMIN-002,"385672,72874436","7072089,38033311",19 S,Radiss,https://portalgeo.sernageomin.cl/SIGEX_2019/0486_195_Radiss,Proyecto Aprobado,Cu(Au/Ag),-26.466979979999962,-70.14691162099996
61704000-K,CODELCO,20210111,Región de Coquimbo,S/N,"-70,10339355","-29,61779785",WGS84,Cu,MGG-001,MGQ-002,BDGQ-002,BDS-002,LEVGF-002,BDSUP-001,BDPETMIN-002,BDDR-002,OTREST-002,IMGSAT-002,ESTAMB-002,ESPREF-002,INGEO-002,ESPEC-002,PROY-002,PMIN-002,TOPO-002,REC-002,PRMIN-002,"393171,417373888","6723056,10635518",19 S,ALINA-ELOISA SW,https://portalgeo.sernageomin.cl/SIGEX_2019/0547_1361_ALINA-ELOISA_SW,Proyecto Aprobado,Cu,-29.617797851999967,-70.10339355499997
61704000-K,CODELCO,20210111,Región de Tarapacá,S/N,"-68,98419189","-19,98327637",WGS84,Cu,MGG-001,MGQ-002,BDGQ-002,BDS-002,LEVGF-002,BDSUP-001,BDPETMIN-002,BDDR-002,OTREST-002,IMGSAT-002,ESTAMB-002,ESPREF-002,INGEO-002,ESPEC-002,PROY-002,PMIN-002,TOPO-002,REC-002,PRMIN-002,"501653,785000036","7790369,24995369",19 S,COLOSO NORTE,https://portalgeo.sernageomin.cl/SIGEX_2019/0548_1361_COLOSO_NORTE,Proyecto Aprobado,Cu,-19.983276366999974,-68.98419189499998
61704000-K,CODELCO,20210111,Región de Tarapacá,S/N,"-69,06158447","-19,83398437",WGS84,Cu,MGG-001,MGQ-002,BDGQ-002,BDS-002,LEVGF-002,BDSUP-001,BDPETMIN-002,BDDR-002,OTREST-002,IMGSAT-002,ESTAMB-002,ESPREF-002,INGEO-002,ESPEC-002,PROY-002,PMIN-002,TOPO-002,REC-002,PRMIN-002,"493551,21451364","7806888,63501077",19 S,Coscaya,https://portalgeo.sernageomin.cl/SIGEX_2019/0776_953_COSCAYA,Proyecto Aprobado,Cu,-19.833984374999943,-69.06158447299998
61704000-K,CODELCO,20210111,Región de Atacama,S/N,"-70,12268066","-29,51312256",WGS84,Cu,MGG-001,MGQ-002,BDGQ-002,BDS-002,LEVGF-002,BDSUP-001,BDPETMIN-002,BDDR-002,OTREST-002,IMGSAT-002,ESTAMB-002,ESPREF-002,INGEO-002,ESPEC-002,PROY-002,PMIN-002,TOPO-002,REC-002,PRMIN-002,"391191,792878536","6734637,43380533",19 S,Delfina Este,https://portalgeo.sernageomin.cl/SIGEX_2019/0777_953_DELFINA_ESTE,Proyecto Aprobado,Cu,-29.513122558999953,-70.12268066399997
61704000-K,CODELCO,20210111,Región de Antofagasta,S/N,"-69,10662842","-25,79748535",WGS84,Cu,MGG-001,MGQ-002,BDGQ-002,BDS-002,LEVGF-002,BDSUP-001,BDPETMIN-002,BDDR-002,OTREST-002,IMGSAT-002,ESTAMB-002,ESPREF-002,INGEO-002,ESPEC-002,PROY-002,PMIN-002,TOPO-002,REC-002,PRMIN-002,"489310,642867356","7146738,7359625",19 S,HUEMUL,https://portalgeo.sernageomin.cl/SIGEX_2019/0551_1361_HUEMUL,Proyecto Aprobado,Cu,-25.797485351999967,-69.10662841799996
61704000-K,CODELCO,20210111,Región de Antofagasta,S/N,"-69,00201416","-22,88140869",WGS84,Cu,MGG-001,MGQ-002,BDGQ-002,BDS-002,LEVGF-002,BDSUP-001,BDPETMIN-002,BDDR-002,OTREST-002,IMGSAT-002,ESTAMB-002,ESPREF-002,INGEO-002,ESPEC-002,PROY-002,PMIN-002,TOPO-002,REC-002,PRMIN-002,"499793,405927026","7469608,16057087",19 S,LAS AGUADAS,https://portalgeo.sernageomin.cl/SIGEX_2019/0552_1361_LAS_AGUADAS,Proyecto Aprobado,Cu,-22.881408690999933,-69.00201415999999
76005488-7,Sumitomo Metal Mining Chile Ltda,20210111,Región de Antofagasta,02101EX01181,"-69,26721191","-24,03259277",WGS84,Au-Cu,MGG-002,MGQ-002,BDGQ-002,BDS-002,LEVGF-002,BDSUP-001,BDPETMIN-002,BDDR-002,OTREST-002,IMGSAT-002,ESTAMB-002,ESPREF-002,INGEO-002,ESPEC-002,PROY-002,PMIN-002,TOPO-002,REC-002,PRMIN-002,"472828,372226578","7342139,17626234",19 S,Manchita_2,https://portalgeo.sernageomin.cl/SIGEX_2019/0489_197_Manchita_2,Proyecto Aprobado,Au/Ag,-24.032592772999976,-69.26721191399997
61704000-K,CODELCO,20210111,Región de Antofagasta,S/N,"-68,94122314","-22,22711182",WGS84,Cu,MGG-001,MGQ-002,BDGQ-002,BDS-002,LEVGF-002,BDSUP-002,BDPETMIN-002,BDDR-002,OTREST-002,IMGSAT-002,ESTAMB-002,ESPREF-002,INGEO-002,ESPEC-002,PROY-002,PMIN-002,TOPO-002,REC-002,PRMIN-002,"506057,289558036","7542033,42417488",19 S,YAROSITA,https://portalgeo.sernageomin.cl/SIGEX_2019/0558_1361_YAROSITA,Proyecto Aprobado,Cu,-22.227111815999933,-68.94122314499998
59105570-4,SOUTHERN COPPER CORPORATION AGENCIA CHILE,20210119,Región de Antofagasta,02103EX01203,"-69,9263916","-22,92028809",WGS84,Cu-Mo,MGG-001,MGQ-002,BDGQ-002,BDS-001,LEVGF-002,BDSUP-002,BDPETMIN-002,BDDR-002,OTREST-002,IMGSAT-002,ESTAMB-002,ESPREF-002,INGEO-002,ESPEC-002,PROY-002,PMIN-002,TOPO-002,REC-002,PRMIN-002,"405003,415518016","7465005,17020396",19 S,PROYECTO ALTA TENSION,https://portalgeo.sernageomin.cl/SIGEX_2019/0513_910_Proyecto Alta Tension,Proyecto Aprobado,Cu(Mo/Zn/Fe),-22.92028808599997,-69.92639160199997
59105570-4,SOUTHERN COPPER CORPORATION AGENCIA CHILE,20210119,Región de Antofagasta,02101EX01201,"-69,87469482","-23,95928955",WGS84,Cu-Au,MGG-001,MGQ-002,BDGQ-002,BDS-001,LEVGF-002,BDSUP-002,BDPETMIN-002,BDDR-002,OTREST-002,IMGSAT-002,ESTAMB-002,ESPREF-002,INGEO-002,ESPEC-002,PROY-002,PMIN-002,TOPO-002,REC-002,PRMIN-002,"411003,552297331","7350004,78362506",19 S,Proyecto Cobresol,https://portalgeo.sernageomin.cl/SIGEX_2019/0742_658_Proyecto_Cobresol,Proyecto Aprobado,Cu(Au/Ag),-23.959289550999983,-69.87469482399996
96592190-7,SQM Nitratos S.A.,20210208,Región de Tarapacá,01401EX01241,"-69,80657959","-21,03619385",WGS84,Sales,MGG-001,MGQ-002,BDGQ-002,BDS-001,LEVGF-002,BDSUP-002,BDPETMIN-002,BDDR-002,OTREST-002,IMGSAT-002,ESTAMB-002,ESPREF-002,INGEO-002,ESPEC-002,PROY-002,PMIN-002,TOPO-002,REC-002,PRMIN-002,"416191,296576733","7673634,91936685",19 S,Exploración Franja Oeste,https://portalgeo.sernageomin.cl/SIGEX_2019/0542_1320_Exploracion_Franja_Oeste,Proyecto Aprobado,Min. Industriales,-21.036193847999982,-69.80657958999996
76085153-1,PAMPA CAMARONES S.A,20210216,Región de Arica y Parinacota,15102EX01261,"-70,17529297","-18,9230957",WGS84,Cu-Au,MGG-001,MGQ-002,BDGQ-002,BDS-002,LEVGF-002,BDSUP-002,BDPETMIN-002,BDDR-002,OTREST-002,IMGSAT-002,ESTAMB-002,ESPREF-002,INGEO-002,ESPEC-002,PROY-002,PMIN-002,TOPO-002,REC-002,PRMIN-002,"376236,924652499","7907270,11118921",19 S,Pampa Camarones,https://portalgeo.sernageomin.cl/SIGEX_2019/0509_571_Pampa_Camarones,Proyecto Aprobado,Cu(Au/Ag),-18.923095702999944,-70.17529296899994
59105570-4,SOUTHERN COPPER CORPORATION AGENCIA CHILE,20210221,Región de Antofagasta,02103EX01281,"-69,85131836","-23,38189697",WGS84,Cu-Mo,MGG-001,MGQ-002,BDGQ-002,BDS-001,LEVGF-002,BDSUP-002,BDPETMIN-002,BDDR-002,OTREST-002,IMGSAT-002,ESTAMB-002,ESPREF-002,INGEO-002,ESPEC-002,PROY-002,PMIN-002,TOPO-002,REC-002,PRMIN-002,"413000,754867225","7413946,8142408",19 S,PROYECTO BAQUEDANO,https://portalgeo.sernageomin.cl/SIGEX_2019/0566_1462_Proyecto_Baquedano,Proyecto Aprobado,Cu(Mo/Zn/Fe),-23.381896972999982,-69.85131835899995
78442450-2,MINERA NITTETSU CHILE LIMITADA,20210301,Región de Atacama,03101EX01303,"-70,11187744","-27,02178955",WGS84,Cu,MGG-002,MGQ-002,BDGQ-002,BDS-001,LEVGF-002,BDSUP-002,BDPETMIN-002,BDDR-002,OTREST-001,IMGSAT-002,ESTAMB-002,ESPREF-002,INGEO-001,ESPEC-002,PROY-002,PMIN-002,TOPO-002,REC-002,PRMIN-002,"389702,046429927","7010665,08971289",19 S,Copiapó Nordeste,https://portalgeo.sernageomin.cl/SIGEX_2019/0503_818_Copiapó_Nordeste,Proyecto Aprobado,Cu,-27.021789550999983,-70.11187744099993
