ID,RUT_EMPRESA_O_PRODUCTOR_MINERO,NOMBRE_EMPRESA_O_PRODUCTOR_MINERO,NOMBRE_FAENA,NOMBRE_INSTALACION,TIPO_DEPOSITO,RECURSO,TIPO_MINERIA,CANTIDAD_MUROS__CONTENCION_,CUT_REG,CUT_PROV,CUT_COM,REGION,PROVINCIA,COMUNA,UTM_NORTE,UTM_ESTE,DATUM,HUSO,LATITUD,LONGITUD,ESTADO_INSTALACION,METODO_CONSTRUCTIVO_MURO,VOL_AUTORIZADO,VOL_ACTUAL,TONELAJE_AUTORIZADO,TONELAJE_ACTUAL,RES_APRUEBA,FECHA_RES_APRUEBA,RES_PDC_APRUEBA,FECHA_RES_PDC,Shape_Length,Shape_Area
0073-RM,61704000-K,CODELCO,EL TENIENTE,CAREN,EMBALSE,COBRE-MOLIBDENO,METÁLICO,1,13,135,13502,Metropolitana de Santiago,Melipilla,Alhué,6223282.929,302947.6711,WGS84,19S,-34.11273676,-71.13644727,ACTIVO,AGUAS ABAJO,2192000000,923273585,3288000000,1575008728,351,2014-03-10,1485,2015-05-02,43832.48824,24212527.63
0074-6C,61704000-K,CODELCO,EL TENIENTE,BARAHONA 2,TRANQUE DE RELAVE,COBRE-MOLIBDENO,METÁLICO,1,06,061,06108,Libertador General Bernardo O'Higgins,Cachapoal,Machalí,6227981.654,361000.2422,WGS84,19S,-34.07971091,-70.50651977,INACTIVO,AGUAS ARRIBA,34600000,,51900000,,998,2012-01-01,1485,2015-05-02,8254.629037,2287609.071
0075-6C,61704000-K,CODELCO,EL TENIENTE,MARGAS,ACOPIO,COBRE,METÁLICO,,06,061,06108,Libertador General Bernardo O'Higgins,Cachapoal,Machalí,6226892.597,370289.3121,WGS84,19S,-34.09072291,-70.40603202,INACTIVO,NO APLICA,1450000,,2175000,,,,1485,2015-05-02,629.4806497,13256.70852
0076-6C,61704000-K,CODELCO,EL TENIENTE,ARENAS,ACOPIO,COBRE,METÁLICO,,06,061,06108,Libertador General Bernardo O'Higgins,Cachapoal,Machalí,6226831.648,371112.8512,WGS84,19S,-34.09137426,-70.39711643,INACTIVO,NO APLICA,1450000,,2175000,,,,1485,2015-05-02,362.5399048,4509.548242
0077-2N,76698970-5,SOTRAMIN LTDA. TALTAL,PLANTA MANUEL RODRIGUEZ,TRANQUE DE RELAVE 2,TRANQUE DE RELAVE,COBRE,METÁLICO,,02,021,02104,Antofagasta,Antofagasta,Taltal,7190197.219,351527.0784,WGS84,19S,-25.39767048,-70.47602693,ABANDONADO,AGUAS ARRIBA,37150,,55725,,,,,,351.4761663,6958.262251
0078-2N,76698970-5,SOTRAMIN LTDA. TALTAL,PLANTA MANUEL RODRIGUEZ,TRANQUE DE RELAVE 1,TRANQUE DE RELAVE,COBRE,METÁLICO,,02,021,02104,Antofagasta,Antofagasta,Taltal,7190125.499,351455.3682,WGS84,19S,-25.39831078,-70.47674753,ABANDONADO,AGUAS ARRIBA,19000,,28500,,,,,,264.389814,4262.485124
0079-2N,91840000-1,MINERA MICHILLA S.A.,MICHILLA,MICHILLA,TRANQUE DE RELAVE,COBRE,METÁLICO,1,02,021,02102,Antofagasta,Antofagasta,Mejillones,7484432.991,367755.8769,WGS84,19S,-22.74229498,-70.2879105,ABANDONADO,,30000,,43500,,655,1994-09-30,25,2009-01-12,2789.467564,216240.7417
0080-2N,76940950-5,CONSTRUCTORA RAM LIMITADA,PLANTA SAN IGNACIO,EMBALSE DE RELAVE,EMBALSE,COBRE,METÁLICO,1,02,021,02101,Antofagasta,Antofagasta,Antofagasta,7405218.211,384440.3946,WGS84,19S,-23.45895594,-70.13142496,ABANDONADO,NO APLICA,80600,,120900,,,,,,1135.166403,64853.04373
0081-2N,76940950-5,CONSTRUCTORA RAM LIMITADA,PLANTA SAN IGNACIO,BORRAS DE RELAVE,TRANQUE DE RELAVE,COBRE,METÁLICO,1,02,021,02101,Antofagasta,Antofagasta,Antofagasta,7405096.343,383314.6079,WGS84,19S,-23.45997622,-70.14245513,ABANDONADO,,28266,,42399,,,,,,719.9737599,16294.75535
0082-2N,sin rut conocido,DESCONOCIDO,DESCONOCIDO,TRANQUE,ACOPIO,COBRE,METÁLICO,,02,021,02103,Antofagasta,Antofagasta,Sierra Gorda,7464127.504,464161.4968,WGS84,19S,-22.93053376,-69.34952684,ABANDONADO,NO APLICA,500,,600,,,,,,342.4943415,4057.381961
0083-2N,76081590-K,SCM SIERRA GORDA,PROYECTO SIERRA GORDA,SIERRA GORDA,ESPESADO,COBRE,METÁLICO,10,02,021,02103,Antofagasta,Antofagasta,Sierra Gorda,7472230.659,460005.6132,WGS84,19S,-22.85724066,-69.38984859,ACTIVO,NO APLICA,900000000,212903491,1350000000,404516632,534,2013-05-02,,,23479.01269,17173517.9
0084-2N,78097950-K,MINERA GUANACO SpA,GUANACO,GUANACO,FILTRADO,COBRE,METÁLICO,1,02,021,02104,Antofagasta,Antofagasta,Taltal,7224944.434,446221.566,WGS84,19S,-25.09032556,-69.53332176,ACTIVO,NO APLICA,2411764,1331240,4100000,1970235,1591,2016-08-01,,,2406.632732,325496.0469
0085-2N,sin rut conocido,CARLOS MARTINES,VISTA  AL MAR,VISTA AL MAR 1,ACOPIO,ORO-COBRE,METÁLICO,,02,021,02104,Antofagasta,Antofagasta,Taltal,7190737.983,351741.8102,WGS84,19S,-25.39281009,-70.47383346,ABANDONADO,NO APLICA,41800,,62700,,,,,,265.9386386,3237.025927
0086-2N,sin rut conocido,DESCONOCIDO,PLANTA TRAPICHES,TRANQUE DE RELAVE,TRANQUE DE RELAVE,COBRE,METÁLICO,1,02,021,02104,Antofagasta,Antofagasta,Taltal,7163470.428,361317.8491,WGS84,19S,-25.63989993,-70.38147612,ABANDONADO,,3062,,4593,,,,,,125.2878881,1017.037198
0087-2N,sin rut conocido,DESCONOCIDO,PLANTA SOEXSU,RELAVE PLANTA SOEXU,TRANQUE DE RELAVE,COBRE-ORO,METÁLICO,,02,021,02101,Antofagasta,Antofagasta,Antofagasta,7402349.123,379705.2284,WGS84,19S,-23.48452354,-70.17800877,ABANDONADO,NO APLICA,4000,,6000,,,,,,188.8396619,2359.23662
0088-2N,sin rut conocido,CIA. MINERA FLOMAX (RAFAEL GONZALEZ),PLANTA CARACOLES (EX PLANTA FLOMAX),RELAVE CARACOLES 1-2,TRANQUE DE RELAVE,COBRE,METÁLICO,1,02,021,02103,Antofagasta,Antofagasta,Sierra Gorda,7465887.268,465680.4628,WGS84,19S,-22.91466907,-69.33467377,ABANDONADO,,400000,,600000,,,,,,1676.904783,94366.50434
0089-2N,sin rut conocido,SIERRA MIRANDA SCM,PLANTA SIERRA MIRANDA,RELAVE SIERRA GORDA 1,TRANQUE DE RELAVE,COBRE,METÁLICO,1,02,021,02103,Antofagasta,Antofagasta,Sierra Gorda,7463356.019,464740.2067,WGS84,19S,-22.93751519,-69.34390045,ABANDONADO,,9387,,14080,,,,,,317.4293345,6347.089163
0090-2N,sin rut conocido,DANIEL AMIGO ,FAENA TALTAL,TRANQUE DE RELAVE 1-2-3,ACOPIO,ORO-COBRE,METÁLICO,,02,021,02104,Antofagasta,Antofagasta,Taltal,7190924.031,351854.8323,WGS84,19S,-25.39114177,-70.47268982,ABANDONADO,NO APLICA,41800,,62700,,,,,,319.4396283,2745.683355
0091-2N,sin rut conocido,DESCONOCIDO,PLANTA QUEBRADA EL HUESO,TRANQUE,ACOPIO,COBRE,METÁLICO,,02,021,02104,Antofagasta,Antofagasta,Taltal,7189185.282,354182.2678,WGS84,19S,-25.40706848,-70.44974661,ABANDONADO,NO APLICA,600,,900,,,,,,128.7559634,800.4089951
0092-2N,sin rut conocido,DESCONOCIDO,PUNTA LEQUENA,TRANQUE DE RELAVE,TRANQUE DE RELAVE,COBRE,METÁLICO,1,02,022,02201,Antofagasta,El Loa,Calama,7520325.066,501474.4901,WGS84,19S,-22.42323962,-68.98567229,ABANDONADO,,98600,,147960,,,,,,288.7589137,4664.264911
0093-2N,sin rut conocido,DESCONOCIDO,PUNTA LEQUENA,TRANQUE DE RELAVE 2,TRANQUE DE RELAVE,COBRE,METÁLICO,1,02,022,02201,Antofagasta,El Loa,Calama,7520198.658,501415.9165,WGS84,19S,-22.42438165,-68.98624134,ABANDONADO,,40000,,60000,,,,,,141.78654,1080.369891
0094-2N,86542100-1,MINERA SPENCE,SPENCE,SPENCE,TRANQUE DE RELAVE,COBRE,METÁLICO,7,02,021,02103,Antofagasta,Antofagasta,Sierra Gorda,7483907.344,467477.8215,WGS84,19S,-22.75192071,-69.31676968,ACTIVO,AGUAS ABAJO,504700000,73431276,681300000,99132223,1293,2018-05-11,,,18845.35405,7034139.536
0095-3N,sin rut conocido,CESAR MOREN EIRL,PLANTA CAPOTE AURIFERO,EMBALSE DE RELAVES ANTIGUOS CAPOTE AURIFERO,EMBALSE,ORO,METÁLICO,1,03,033,03303,Atacama,Huasco,Freirina,6866301.437,308840.4884,WGS84,19S,-28.31552455,-70.94970949,ABANDONADO,,,,60000,,509,2020-07-03,,,951.7693542,31687.50213
0096-3N,8226558-9,MIGUEL DAY,PLANTA DAY,DAY 2,TRANQUE DE RELAVE,ORO,METÁLICO,1,03,031,03101,Atacama,Copiapó,Copiapó,6969507.754,367383.0504,WGS84,19S,-27.39131356,-70.34126269,ACTIVO,AGUAS ABAJO,36492,68106,54739,102780,828,1984-08-09,,,399.0354201,7018.237896
0097-3N,8226558-9,MIGUEL DAY,PLANTA DAY,DAY,TRANQUE DE RELAVE,COBRE-ORO,METÁLICO,1,03,031,03101,Atacama,Copiapó,Copiapó,6969231.597,367188.284,WGS84,19S,-27.39378709,-70.34326221,INACTIVO,AGUAS ARRIBA,17600,,26400,,828,1984-08-09,,,382.7190767,7852.06697
0098-3N,8226558-9,MIGUEL DAY,PLANTA DAY,DESCONOCIDO,ACOPIO,ORO,METÁLICO,,03,031,03101,Atacama,Copiapó,Copiapó,6969427.594,367465.2845,WGS84,19S,-27.39204505,-70.3404399,INACTIVO,NO APLICA,1000,,1500,,,,,,165.7846757,1562.893989
0099-3N,10505201-4,JUAN ZUÑIGA VALENZUELA ,PLANTA SANTA LAURA,TRANQUE DE RELAVE,TRANQUE DE RELAVE,COBRE,METÁLICO,1,03,031,03101,Atacama,Copiapó,Copiapó,6965593.133,369878.5345,WGS84,19S,-27.426886,-70.31644804,ACTIVO,,31200,24137,46800,36206,1767,2000-09-29,251,2017-05-19,276.0546128,5582.805099
0100-3N,8122622-9,LUIS CORTES JARA,PLANTA MARIA ISABEL,TRANQUE DE RELAVE,TRANQUE DE RELAVE,HIERRO,METÁLICO,1,03,031,03103,Atacama,Copiapó,Tierra Amarilla,6964470.451,374351.122,WGS84,19S,-27.43743908,-70.27132385,INACTIVO,,49000,,73500,2180,702,1986-07-15,416,2015-11-06,448.0027411,9089.806825
0101-3N,8122622-9,LUIS CORTES JARA,PLANTA MARIA ISABEL,MARIA ISABEL 1,ACOPIO,COBRE,METÁLICO,,03,031,03103,Atacama,Copiapó,Tierra Amarilla,6963221.771,374424.8982,WGS84,19S,-27.44871621,-70.27070666,INACTIVO,NO APLICA,1300,,1950,,,,,,130.9718663,1082.19695
0102-3N,8122622-9,LUIS CORTES JARA,PLANTA MARIA ISABEL,MARIA ISABEL 2,ACOPIO,COBRE,METÁLICO,,03,031,03103,Atacama,Copiapó,Tierra Amarilla,6963184.039,374436.0066,WGS84,19S,-27.4490578,-70.27059818,INACTIVO,NO APLICA,3000,,4500,,,,,,91.08284066,545.3537004
0103-3N,8122622-9,LUIS CORTES JARA,PLANTA MARIA ISABEL,MARIA ISABEL 3,ACOPIO,COBRE,METÁLICO,,03,031,03103,Atacama,Copiapó,Tierra Amarilla,6963155.279,374430.6741,WGS84,19S,-27.44931689,-70.2706551,INACTIVO,NO APLICA,10000,,15000,,702,1986-06-15,,,185.6953919,1979.53174
0104-3N,5877510-K,PEDRO JESUS CASTILLO VEGA,PLANTA RAPELINA,RAPELINA,EMBALSE,ORO,METÁLICO,1,03,031,03101,Atacama,Copiapó,Copiapó,6969357.021,367305.6704,WGS84,19S,-27.39266649,-70.34206155,ACTIVO,,37461,15100,56192,4520,190,1986-02-04,659,2016-12-30,330.8269328,6757.814671
0105-3N,76579210-K,SOC. CONTRACTUAL MINERA ALIANZA,PLANTA VIÑITA AZUL ,TRANQUE 1,TRANQUE DE RELAVE,ORO,METÁLICO,1,03,031,03101,Atacama,Copiapó,Copiapó,6966771.839,369748.7863,WGS84,19S,-27.41623501,-70.31763413,INACTIVO,AGUAS ARRIBA,4800,,7200,,521,1986-05-19,,,204.901193,3007.207022
0106-3N,76579210-K,SOC. CONTRACTUAL MINERA ALIANZA,PLANTA VIÑITA AZUL,TRANQUE 2,TRANQUE DE RELAVE,COBRE,METÁLICO,1,03,031,03101,Atacama,Copiapó,Copiapó,6966657.618,369532.9228,WGS84,19S,-27.41724527,-70.31982962,INACTIVO,EJE CENTRAL,268920,227264,403380,340897,30,1985-01-08,345,2014-04-30,1076.44525,74060.31265
0107-3N,76579210-K,SOC. CONTRACTUAL MINERA ALIANZA,PLANTA VIÑITA AZUL,TRANQUE 3,TRANQUE DE RELAVE,COBRE,METÁLICO,1,03,031,03101,Atacama,Copiapó,Copiapó,6966720.052,369068.4258,WGS84,19S,-27.41663721,-70.32452082,INACTIVO,EJE CENTRAL,72490,88312,108735,132468,268,2014-04-10,345,2014-04-30,591.8137448,17069.61194
0108-3N,76579210-K,SOC. CONTRACTUAL MINERA ALIANZA,PLANTA VIÑITA AZUL,TRANQUE 4,TRANQUE DE RELAVE,COBRE,METÁLICO,1,03,031,03101,Atacama,Copiapó,Copiapó,6966700.449,369243.8577,WGS84,19S,-27.41683099,-70.32274862,ACTIVO,EJE CENTRAL,36675,30073,59413,45109,951,2018-04-04,,,574.1033603,16586.42373
0109-3N,76579210-K,SOC. CONTRACTUAL MINERA ALIANZA,PLANTA VIÑITA AZUL ,TRANQUE 5,TRANQUE DE RELAVE,COBRE,METÁLICO,1,03,031,03101,Atacama,Copiapó,Copiapó,6966866.203,369190.1767,WGS84,19S,-27.4153298,-70.32327371,ACTIVO,AGUAS ABAJO,,,202802,19629,432,2020-06-09,,,708.0116188,18628.0536
0110-3N,65999451-8,SINDICATO ARTESANAL MINERO POZO SECO,PLANTA POZO SECO,DEPOSITO DE RELAVE POZO SECO,EMBALSE,ORO,METÁLICO,0,03,033,03301,Atacama,Huasco,Vallenar,6818130.859,326815.9178,WGS84,19S,-28.75262791,-70.77371165,ABANDONADO,EXCAVACION TERRENO,1900,,2850,,,,,,263.4638363,4075.836252
0111-3N,77041907-7,OP MINING CHILE SpA,PLANTA OP (EX FARAH),FARAH 1-2-3-4-5-6-7,TRANQUE DE RELAVE,COBRE-ORO-HIERRO,METÁLICO,1,03,031,03101,Atacama,Copiapó,Copiapó,6967805.733,366933.3787,WGS84,19S,-27.4066315,-70.34599566,INACTIVO,,187300,,280950,,82,2015-03-03,281,2015-08-13,1678.07305,151087.0291
0112-3N,77041907-7,OP MINING CHILE SpA,PLANTA OP (EX FARAH),EMBALSE OP,EMBALSE,COBRE-ORO,METÁLICO,1,03,031,03101,Atacama,Copiapó,Copiapó,6968162.242,367108.4966,WGS84,19S,-27.40343088,-70.34418576,INACTIVO,,108000,18,162000,27,278,2015-08-13,281,2015-08-13,494.9861551,12100.2579
0113-3N,77274073-5,INVERSIONES Y ASESORIAS DEL NORTE SPA,PLANTA ARCADIO,ARCADIO,EMBALSE,COBRE-ORO,METÁLICO,1,03,031,03101,Atacama,Copiapó,Copiapó,6967643.564,365992.8468,WGS84,19S,-27.40800303,-70.35552504,ACTIVO,,23032,25935,34548,31083,271,2014-04-11,337,2014-04-25,221.5135113,3174.677987
0114-3N,76099124-4,LOS COBRES DE ATACAMA,PLANTA LICEO MANUEL MAGALHAES,DEPOSITO DE RELAVE LICEO MANUEL MAGALHAES,EMBALSE,COBRE,METÁLICO,1,03,032,03202,Atacama,Chañaral,Diego de Almagro,7080772.1,394939.0753,WGS84,19S,-26.38931037,-70.05325373,ABANDONADO,AGUAS ABAJO,4840,,5808,,,,,,261.7859697,4023.319817
0115-3N,13221951-6,CRISTIAN VEGA PINTO,PLANTA ANDACOLLO,EMBALSE MAYA,EMBALSE,COBRE,METÁLICO,1,03,031,03101,Atacama,Copiapó,Copiapó,6966458.962,362857.281,WGS84,19S,-27.41838268,-70.38736842,ABANDONADO,,2560,,3840,,,,,,213.8485909,2109.535506
0116-3N,76201908-6,SCM SAN SEBASTIAN,PLANTA ANDREA,TRANQUE DE RELAVE,TRANQUE DE RELAVE,COBRE-ORO,METÁLICO,1,03,031,03101,Atacama,Copiapó,Copiapó,6970989.611,372409.8591,WGS84,19S,-27.37841808,-70.29027792,ABANDONADO,,6404,,9606,,648,1987-07-17,,,229.5284728,2324.406634
0117-3N,76313270-6,INVERSIONES NUTRAM S.A.,PLANTA COBRE NORTE,COBRE NORTE,TRANQUE DE RELAVE,COBRE,METÁLICO,1,03,033,03301,Atacama,Huasco,Vallenar,6840843.792,330066.6403,WGS84,19S,-28.54813861,-70.73705008,ACTIVO,AGUAS ABAJO,439215,603854,672000,1545563,763,2008-09-08,147,2016-03-11,1178.172239,101893.0578
0118-3N,sin rut conocido,DESCONOCIDO,PLANTA CARMEN,RELAVES CARMEN,ACOPIO,COBRE-ORO,METÁLICO,,03,033,03301,Atacama,Huasco,Vallenar,6836731.137,329072.1505,WGS84,19S,-28.58511393,-70.74782501,ABANDONADO,NO APLICA,,,,,,,,,419.672668,9852.753443
0119-3N,sin rut conocido,DESCONOCIDO,PLANTA CALLEJAS VALLENAR,RELAVES CALLEJAS VALLENAR,ACOPIO,COBRE-ORO,METÁLICO,,03,033,03301,Atacama,Huasco,Vallenar,6838036.236,326831.8222,WGS84,19S,-28.57304202,-70.77052733,ABANDONADO,NO APLICA,,,,,,,,,190.9837158,2491.989104
0120-3N,sin rut conocido,DESCONOCIDO,PLANTA TORINO,TORINO 1,ACOPIO,COBRE-ORO,METÁLICO,,03,033,03301,Atacama,Huasco,Vallenar,6836547.776,329519.1766,WGS84,19S,-28.58682709,-70.74328298,ABANDONADO,NO APLICA,,,,,,,,,460.2452296,12982.14194
0121-3N,sin rut conocido,DESCONOCIDO,PLANTA TORINO,TORINO 2,ACOPIO,COBRE-ORO,METÁLICO,,03,033,03301,Atacama,Huasco,Vallenar,6836442.772,329636.3476,WGS84,19S,-28.58778985,-70.7421009,ABANDONADO,NO APLICA,,,,,,,,,435.3958712,13923.67854
0122-3N,7652066-6,ELIAS RESK CONTRERAS (SOC. MINERA SANTA TERESA),PLANTA SANTA TERESA,SANTA TERESA 1,TRANQUE DE RELAVE,ORO,METÁLICO,1,03,031,03101,Atacama,Copiapó,Copiapó,6968917.557,366907.0131,WGS84,19S,-27.39659407,-70.34614069,ABANDONADO,EJE CENTRAL,4050,,6075,,531,,,,208.3468219,2508.850229
0123-3N,7652066-6,ELIAS RESK CONTRERAS (SOC. MINERA SANTA TERESA),PLANTA SANTA TERESA,SANTA TERESA 2,TRANQUE DE RELAVE,ORO,METÁLICO,1,03,031,03101,Atacama,Copiapó,Copiapó,6968919.152,366951.6423,WGS84,19S,-27.39658403,-70.34568923,ABANDONADO,EJE CENTRAL,32650,,48975,,,,,,195.346488,2482.241093
0124-3N,7652066-6,ELIAS RESK CONTRERAS (SOC. MINERA SANTA TERESA),PLANTA SANTA TERESA,SANTA TERESA 3,TRANQUE DE RELAVE,ORO,METÁLICO,1,03,031,03101,Atacama,Copiapó,Copiapó,6968921.292,366987.5406,WGS84,19S,-27.39656821,-70.34532599,ABANDONADO,EJE CENTRAL,28200,,42300,,531,1988-05-16,,,198.945931,1695.630201
0125-3N,7652066-6,ELIAS RESK CONTRERAS (SOC. MINERA SANTA TERESA),PLANTA SANTA TERESA,SANTA TERESA 4,TRANQUE DE RELAVE,ORO,METÁLICO,1,03,031,03101,Atacama,Copiapó,Copiapó,6968960.51,367022.0329,WGS84,19S,-27.39621762,-70.34497292,ABANDONADO,EJE CENTRAL,2800,,4200,,531,1988-05-16,,,304.4694965,5184.428141
0126-3N,7655654-7,OSCAR GOMEZ ESCOBAR,PLANTA MONSERRAT,MONSERRAT,EMBALSE,ORO,METÁLICO,1,03,031,03101,Atacama,Copiapó,Copiapó,6967251.208,365669.2539,WGS84,19S,-27.41151239,-70.35884087,ABANDONADO,AGUAS ABAJO,66667,,100000,,,,,,399.7771997,9750.196083
0127-3N,76845300-4,INVERSIONES E INMOBILARIA COYANCURA LTDA,PLANTA COYANCURA,AMOLANAS I,EMBALSE,COBRE,METÁLICO,1,03,031,03103,Atacama,Copiapó,Tierra Amarilla,6894579.52,398224.8261,WGS84,19S,-28.07027905,-70.03575668,INACTIVO,,42375,73718,67800,110578,190,2014-03-12,232,2016-05-10,749.3310407,25604.76354
0128-3N,76845300-4,INVERSIONES E INMOBILARIA COYANCURA LTDA,PLANTA COYANCURA,AMOLANAS II,EMBALSE,COBRE,METÁLICO,1,03,031,03103,Atacama,Copiapó,Tierra Amarilla,6895221.437,398221.794,WGS84,19S,-28.06448505,-70.03573198,ACTIVO,,51400,22860,82240,45719,362,2018-08-08,,,621.995359,16990.43371
0129-3N,77134510-7,SCM  ATACAMA KOZAN,KOZAN,EL GATO,TRANQUE DE RELAVE,COBRE,METÁLICO,1,03,031,03101,Atacama,Copiapó,Copiapó,6971253.985,374795.7691,WGS84,19S,-27.37625283,-70.26612764,INACTIVO,AGUAS ABAJO,14200000,14162908,21300000,21244362,218,2013-05-17,2498,2015-10-06,3865.047422,549558.2802
0130-3N,77134510-7,SCM  ATACAMA KOZAN,KOZAN,FILTRADO EL GATO,FILTRADO,COBRE,METÁLICO,0,03,031,03101,Atacama,Copiapó,Copiapó,6970462.564,375285.1977,WGS84,19S,-27.38344094,-70.26126028,ACTIVO,NO APLICA,12228368,3038415,24456736,6076830,2565,2019-10-07,,,3051.591889,361497.847
0131-3N,9466348-2,SOTRATEC-MINART LTDA.,PLANTA EL CATEADOR,EMBALSE DE RELAVE,EMBALSE,COBRE,METÁLICO,,03,031,03101,Atacama,Copiapó,Copiapó,6967638.918,365915.55,WGS84,19S,-27.40803736,-70.35630726,ELIMINADO,,17560,1200,28100,1812,489,2014-06-24,,,220.3762136,3481.556517
0132-3N,77268230-1,SLM NENITA PRIMERA,PLANTA NENITA I,EMBALSE,EMBALSE,ORO,METÁLICO,1,03,032,03202,Atacama,Chañaral,Diego de Almagro,7040900.002,410336.2954,WGS84,19S,-26.75032928,-69.90172439,ACTIVO,,18000,19932,27000,29898,444,1999-02-10,,,450.9134975,12361.28779
0133-3N,77466010-0,SLM ESCONDIDA UNA DE LAS SIERRAS RAJO DE ORO,PLANTA CANDELARIA,CANDELARIA 1,ACOPIO,COBRE,METÁLICO,,03,031,03101,Atacama,Copiapó,Copiapó,6965788.806,369991.9744,WGS84,19S,-27.42513075,-70.31527967,ABANDONADO,NO APLICA,3984,,5976,,701,1988-07-11,,,177.9951407,2253.621374
0134-3N,77466010-0,SLM ESCONDIDA UNA DE LAS SIERRAS RAJO DE ORO,PLANTA CANDELARIA,CANDELARIA 2,ACOPIO,COBRE,METÁLICO,,03,031,03101,Atacama,Copiapó,Copiapó,6965841.249,370011.3726,WGS84,19S,-27.42465927,-70.31507785,ABANDONADO,NO APLICA,10578,,16137,,,,,,348.5371336,5408.40896
0135-3N,77466010-0,SLM ESCONDIDA UNA DE LAS SIERRAS RAJO DE ORO,PLANTA CANDELARIA,CANDELARIA 3,EMBALSE,COBRE,METÁLICO,1,03,031,03101,Atacama,Copiapó,Copiapó,6965869.924,369927.2092,WGS84,19S,-27.42439243,-70.31592607,ABANDONADO,,1218,,1827,,,,,,162.3035516,1559.443672
0136-3N,77918100-6,COMERCIAL LEDESMA REPRESENTACIONES,PLANTA ANDREA,ANDREA,EMBALSE,ORO-COBRE,METÁLICO,1,03,031,03101,Atacama,Copiapó,Copiapó,6970939.067,372381.5995,WGS84,19S,-27.37887164,-70.29056894,ABANDONADO,,5732,,8598,,,,,,274.7984693,4849.844551
0137-3N,78928380-K,CIA. MINERA MANTOS DE ORO,LA COIPA,RAHCO,FILTRADO,ORO-PLATA,METÁLICO,0,03,031,03101,Atacama,Copiapó,Copiapó,7032387.549,472002.6707,WGS84,19S,-26.82977405,-69.28176424,ACTIVO,NO APLICA,86000000,64121500,129600000,128243000,562,2005-02-14,2875,2015-11-17,3053.838345,640246.3118
0138-3N,78928380-K,CIA. MINERA MANTOS DE ORO,LA COIPA,RAKITO,TRANQUE DE RELAVE,ORO-PLATA,METÁLICO,1,03,031,03101,Atacama,Copiapó,Copiapó,7031599.616,472152.0005,WGS84,19S,-26.83689104,-69.28027891,INACTIVO,,581000,,842450,,777,1990-01-01,2875,2015-11-17,4372.372038,761300.1787
0139-3N,79664570-9,SOC. MINERA CANDELARIA,PLANTA CORONA,EMBALSE CORONA,EMBALSE,COBRE,METÁLICO,1,03,031,03101,Atacama,Copiapó,Copiapó,6969571.526,367722.0405,WGS84,19S,-27.3907709,-70.33782804,ACTIVO,EJE CENTRAL,,,40500,22545,982,2021-10-26,,,309.2692562,6572.396197
0140-3N,79664570-9,SOC. MINERA CANDELARIA,PLANTA CORONA,CORONA,TRANQUE DE RELAVE,COBRE,METÁLICO,1,03,031,03101,Atacama,Copiapó,Copiapó,6969534.383,367812.8483,WGS84,19S,-27.39111493,-70.33691387,INACTIVO,EJE CENTRAL,31733,28408,47600,42613,571,1986-06-02,,,353.9637334,8424.328424
0141-3N,76353771-4,MINE TRADE SPA,PLANTA PUERTO RICO,PUERTO RICO 0-1-2,TRANQUE DE RELAVE,COBRE,METÁLICO,1,03,031,03101,Atacama,Copiapó,Copiapó,6969678.096,367220.3869,WGS84,19S,-27.3897603,-70.3428889,INACTIVO,EJE CENTRAL,46800,,70200,,1275,1992-10-23,271,2016-06-02,450.640998,12395.79022
0142-3N,79973750-7,MINEX S.A.,PLANTA SAN EDUARDO,DEPOSITO 1,EMBALSE,COBRE,METÁLICO,0,03,031,03101,Atacama,Copiapó,Copiapó,6966953.598,365962.5638,WGS84,19S,-27.41422736,-70.35590733,INACTIVO,EXCAVACION TERRENO,4062,2084,5100,3126,124,2015-03-20,,,146.2624135,1245.77739
0143-3N,79973750-7,MINEX S.A.,PLANTA SAN EDUARDO,DEPOSITO 2,EMBALSE,COBRE,METÁLICO,0,03,031,03101,Atacama,Copiapó,Copiapó,6966952.722,365903.625,WGS84,19S,-27.41422946,-70.35650351,ACTIVO,EXCAVACION TERRENO,3400,2198,5100,3298,124,2015-03-20,,,124.5169739,795.3891344
0144-3N,79973750-7,MINEX S.A.,PLANTA SAN EDUARDO,ESTANQUE IMPERMEABILIZADO,EMBALSE,COBRE,METÁLICO,0,03,031,03101,Atacama,Copiapó,Copiapó,6966900.143,365937.3027,WGS84,19S,-27.41470733,-70.3561687,INACTIVO,EXCAVACION TERRENO,,,3600,,265,2017-05-30,,,216.6580708,2798.996297
0145-3N,sin rut conocido,SOC. MINERA SAN JOAQUIN,PLANTA SAN JOAQUIN,SAN JOAQUIN 1,TRANQUE DE RELAVE,COBRE-ORO,METÁLICO,1,03,031,03103,Atacama,Copiapó,Tierra Amarilla,6963825.632,374327.4036,WGS84,19S,-27.44325689,-70.27163051,INACTIVO,AGUAS ARRIBA,13000,,19500,,,,,,251.999186,3873.090988
0146-3N,sin rut conocido,SOC. MINERA SAN JOAQUIN,PLANTA SAN JOAQUIN,SAN JOAQUIN 2,TRANQUE DE RELAVE,COBRE-ORO,METÁLICO,1,03,031,03103,Atacama,Copiapó,Tierra Amarilla,6963865.688,374226.1005,WGS84,19S,-27.442886,-70.2726512,INACTIVO,AGUAS ARRIBA,8500,,12750,,,,,,174.0467011,1828.375235
